artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Gold Hippy,Fall in Love,5Ei3KbDcslKDBmsbzcL2UQ,41,0.706,0.455,5,-15.85,0,0.291,0.0257,0.00316,0.114,0.434,162.095,190015,4
Juan Magán,Le Encanta,68pbwCjIAkmNaTYaAfRtHC,42,0.775,0.859,6,-3.963,1,0.109,0.078,0,0.0579,0.848,93.046,188994,4
Explosions In The Sky,Your Hand In Mine,5uWzSBJKqdSKJ3uMrYYUIT,0,0.279,0.472,4,-16.42,1,0.0295,0.103,0.874,0.063,0.135,115.13,496573,3
steezy prime,Ocean Ave,0pR2frFTqrzLpa8aylCxvf,0,0.493,0.516,4,-8.251,0,0.0939,0.838,0.75,0.0896,0.0617,78.023,152727,1
xander.,Content,1rgXoCM8AhM0CK5kjajioC,9,0.578,0.403,8,-11.756,0,0.117,0.718,0.141,0.154,0.253,125.989,205693,4
dné,Asos Model Crush,0902cldCDA0AjfeO1fyuUJ,0,0.641,0.329,4,-10.337,1,0.0625,0.809,0.835,0.105,0.0608,122.95,147875,3
DJ Auris,It's You,589Y5FWfDwe7kknPZkZCbb,0,0.829,0.197,7,-12.466,1,0.0573,0.546,0.0509,0.118,0.133,110.035,162665,4
Pool Cosby,Little Do They Know,2UBQL3IbQhIEQVoXqWDrwu,29,0.441,0.48,11,-8.94,0,0.0688,0.86,0.00346,0.656,0.138,82.884,164389,4
FKJ,TUI,0syxBXqvW4MhO3yYGcxkuw,53,0.6,0.427,5,-10.311,0,0.0355,0.389,0.894,0.0836,0.135,130.556,110446,5
Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,77,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,81,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4
Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,86,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186,4
Bryce Vine,Drew Barrymore,0OgGn1ofaj55l2PcihQQGV,64,0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985,191147,4
Kanye West,POWER,2gZUPNdnz5Y45eiGxpHGSc,77,0.542,0.914,0,-4.747,0,0.113,0.0161,0,0.744,0.576,153.993,292093,4
Kanye West,Gorgeous,23SZWX2IaDnxmhFsSLvkG2,70,0.598,0.713,6,-3.625,0,0.0326,0.0207,0.000175,0.431,0.118,91.964,357653,4
Kanye West,Devil In A New Dress,1UGD3lW3tDmgZfAVDh6w7r,78,0.435,0.76,8,-4.935,0,0.0721,0.0175,0,0.158,0.206,80.082,351947,4
mindbody&beats,ain't easy,6tKGQGDKUSjAdr0kluNpiO,0,0.768,0.2,9,-9.719,0,0.0642,0.721,0.871,0.128,0.122,79.984,114000,4
Instupendo,Boy,1xm8J6EFMA6N8JDqH8vzuz,44,0.418,0.204,8,-13.522,1,0.037,0.82,0.936,0.0866,0.0375,110.022,235771,4
Ariana Grande,sweetener,70khXICDeTTxgYtw3EysKH,64,0.721,0.459,4,-6.408,1,0.032,0.248,0,0.212,0.46,119.914,208493,4
Ariana Grande,get well soon,7u6DMPznGbpziuEgCE0JGQ,60,0.604,0.449,9,-6.564,0,0.0353,0.657,0,0.0932,0.528,100.355,322027,4
Travis Scott,STARGAZING,7wBJfHzpfI3032CSD7CE2m,74,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05E-06,0.189,0.0564,150.007,270715,4
Petit Biscuit,Sunset Lover,3WRQUvzRvBDr4AxMWhXc5E,67,0.785,0.525,6,-7.556,1,0.042,0.669,0.439,0.114,0.251,90.853,238907,4
Darius,Ô,4avtXyuPcdfqxMzQoubuYw,0,0.459,0.409,1,-10.254,0,0.344,0.384,0.765,0.344,0.246,149.99,265453,1
Peachy!,Love You,3tK5ppk9vY9wDM4IeHWl0N,0,0.675,0.722,6,-10.776,0,0.948,0.561,0.193,0.427,0.64,165.86,130121,4
Danny Ocean,Epa Wei,2QmsKag0YaqhAbpR9Nwmpn,61,0.688,0.82,6,-4.715,0,0.155,0.233,0,0.091,0.804,107.833,208254,4
gavin,room,1qDbNzVqhocJrEAzR1Visp,13,0.598,0.345,5,-13.601,0,0.0472,0.181,0.911,0.143,0.0718,82.642,138866,4
HUNNY,Televised,7cTMowRfTAvLBLpTtZuv1M,0,0.591,0.746,8,-7.762,1,0.0444,0.000729,0,0.127,0.432,107.965,194717,4
SYRE,Next to Me,0L8PuZ3K4KNVtIPaDWOHzO,33,0.736,0.445,3,-9.456,1,0.133,0.672,5.99E-06,0.106,0.32,93,242581,4
Olivver the Kid,BBBlue (Single),5ZmNqBGAaw5cx0dUl25rrE,40,0.535,0.726,0,-3.939,1,0.0317,0.0101,2.82E-05,0.109,0.293,90.011,240953,4
La Poré,Sad Girl,2QKagvJvkGQQrJ2KiM685b,27,0.592,0.684,0,-6.614,1,0.0439,0.0208,0.0717,0.0792,0.224,176.954,213458,4
ayokay,Half Past You (feat. Future Jr.),0ztHfh4CYFT1UmzTeHHIWL,48,0.537,0.597,7,-7.641,0,0.0718,0.59,1.14E-05,0.101,0.388,79.96,174227,4
HUNNY,Kicking Cans,77JyWkE9sI5Co0bibSFJbm,27,0.452,0.867,6,-3.995,0,0.0577,0.0207,0.00262,0.4,0.561,177.04,161880,4
Dustin Tebbutt,The Breach,1WXVfFRD89EtVURD4Tbixo,56,0.629,0.585,1,-8.563,1,0.0269,0.614,0.0725,0.129,0.523,102.984,253848,5
Haux,Something To Remember - Piano Score,5DrArCnMeTvCrmfxIsvPCL,0,0.392,0.126,5,-20.567,0,0.0506,0.995,0.921,0.118,0.0829,110.407,276000,4
Quinn XCII,Full Circle,2uHSDyFByIUeTUAxZCTRp0,0,0.751,0.547,1,-7.898,1,0.138,0.202,0,0.102,0.481,78.007,217836,4
Walkabout,Onlysmokecigsontheweekend,5P6K7YXIDHEwFVc4pzPhlw,0,0.857,0.397,6,-13.063,0,0.0551,0.73,0.000895,0.101,0.459,100.052,148200,4
Novo Amor,Anchor,7qH9Z4dJEN0l9bidizW7fq,74,0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,257533,4
Novo Amor,Alps,5eG8QuQKOBvDeCyoOeMkhT,61,0.354,0.311,3,-10.377,1,0.0321,0.965,0.0315,0.204,0.135,146.631,194160,3
Daughter,Youth,4XlDeNWGcZQgMEWDB6Vc7b,0,0.588,0.477,9,-12.71,0,0.0492,0.61,0.00188,0.122,0.488,150.396,251627,4
The Paper Kites,Bloom - Bonus Track,41yIvlFgvGwxq8qTqAR7eG,48,0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002,210080,4
Daniela Andrade,La Vie En Rose,0VxocBntP1XTZRsR9ZURPS,60,0.475,0.149,4,-11.429,1,0.0395,0.844,0,0.14,0.318,95.423,105500,4
KIDS SEE GHOSTS,Reborn,4RVbK6cV0VqWdpCDcx3hiT,70,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,324674,4
No Rome,Narcissist (feat. The 1975),4qjLvvBh5ZeKEPyShKRf06,63,0.543,0.682,3,-5.81,1,0.113,0.218,1.53E-06,0.085,0.424,179.969,195502,4
Choker,Starfruit LA,3SHfLFtsLu4qjYymz4iYMP,37,0.415,0.401,7,-10.066,1,0.0621,0.556,1.79E-05,0.362,0.172,102.923,243692,3
Turnover,Cutting My Fingers Off,4lRUr1HeCWtCwyHCIfIqTt,0,0.418,0.665,5,-7.868,1,0.0368,0.0422,0.0655,0.125,0.245,157.063,195984,4
Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,77,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.70E-05,0.119,0.758,93.372,210747,4
Quavo,WORKIN ME,33tNYw9oMtSkGe27NpgS64,51,0.79,0.629,8,-4.055,1,0.142,0.182,7.06E-06,0.338,0.267,170.023,169620,4
blackbear,my heart is lost,7ArrPiY7Xhl8J1bW2Ui0qy,41,0.643,0.521,6,-7.966,1,0.0516,0.241,0,0.0896,0.678,159.964,198000,4
Kanye West,Waves,3nAq2hCr1oWsIU54tS98pL,72,0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33E-06,0.339,0.0681,96.091,181573,4
Far East Movement,Like A G6,4DvhkX2ic4zWkQeWMwQ2qf,70,0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,216893,4
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),2E124GmJRnBJuXbTb4cPUB,1,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,179405,4
Kygo,Remind Me to Forget,5sIx4BlfYGuZeSLF40N9GH,66,0.685,0.508,0,-6.4,1,0.0987,0.193,0,0.139,0.315,99.063,217287,4
A$AP Rocky,Kids Turned Out Fine,0qp8MuZNKelOGTK2HPlXBA,60,0.302,0.669,1,-9.404,1,0.238,0.275,3.58E-05,0.369,0.127,164.8,183120,5
LANY,Thru These Tears,4gB61mP4tNChn4LgfquMhi,0,0.711,0.517,11,-7.695,1,0.0391,0.154,0,0.149,0.294,119.945,204516,4
HONNE,Sometimes ◐,2NBtwjsDY2ohvREXd7aPZd,0,0.583,0.414,10,-7.625,1,0.0288,0.615,0.000659,0.181,0.362,74.989,265620,4
lovelytheband,alone time,0CZtXEUDHn73MqOjzr0GDH,0,0.501,0.613,9,-11.201,1,0.0729,0.294,0.00481,0.115,0.263,122.003,232131,4
Kanye West,No Mistakes,1DdgqEZk4Hqfpl3drdXJun,0,0.64,0.643,10,-2.442,0,0.0625,0.039,0,0.109,0.335,80.025,123040,4
Kanye West,Violent Crimes,2VYb3Fb5iK5Y8HGZ8oEEkp,0,0.665,0.417,1,-6.731,0,0.524,0.374,0,0.186,0.04,110.111,215320,4
Kanye West,I Thought About Killing You,6EuE9M1viu9gkdFSafia9o,0,0.742,0.407,2,-6.938,1,0.426,0.822,0,0.0541,0.39,116.064,274187,4
Kanye West,Yikes,2r4JRwcbIeuAzWjH4YXlLs,0,0.676,0.777,1,-3.241,0,0.357,0.145,0,0.228,0.226,173.931,188773,4
Kanye West,All Mine,3qnoOm4fwZPBS116f5hpgF,0,0.925,0.308,11,-6.562,0,0.338,0.125,0,0.0933,0.265,122.099,145507,4
The Carters,SUMMER,54vcvhmByc2BC4k9JDcQrj,43,0.596,0.565,10,-6.389,1,0.069,0.113,1.27E-05,0.323,0.539,135.328,285200,4
Sam Austins,youngin',2jYjP2AJz43vEHTbNjlovr,12,0.638,0.551,5,-6.65,1,0.032,0.0456,0,0.0882,0.366,128.005,209499,4
Cloud Nothings,Modern Act,1PId8NktNh86yXf8wtf8yU,0,0.356,0.897,2,-3.82,1,0.0734,0.0019,0.000103,0.277,0.719,153.069,249933,4
Moose Blood,Glow,5im2cYgCkLUDBcjH5QY9ui,0,0.472,0.862,2,-4.722,1,0.0499,2.54E-05,0,0.204,0.515,134.011,218373,4
Hippo Campus,Simple Season,7GwXIkPT4jxQ2q6mhOmoHM,48,0.598,0.784,8,-4.376,1,0.0337,0.514,0,0.123,0.597,105.009,207134,4
VIC MENSA,Liquor Locker,5YbrqNUUleF39Ai3b3ruQy,60,0.497,0.433,6,-7.126,0,0.235,0.0534,0,0.0545,0.447,78.479,258120,4
Del Water Gap,High Tops (Stripped),6Ts0o1vDITWHcMGLueLuXJ,45,0.429,0.435,7,-5.073,1,0.0346,0.462,0,0.138,0.366,117.191,250791,1
Del Water Gap,High Tops,0Mvte5SHF6t0khWwdHbOkK,0,0.557,0.458,7,-5.127,1,0.0306,0.0499,5.67E-05,0.176,0.262,128.126,238200,4
XXXTENTACION,Fuck Love (feat. Trippie Redd),7AQim7LbvFVZJE3O8TYgf2,82,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4
Choker,Diorama,6J36Vu4P6ub8bwgVPcBKgp,37,0.443,0.631,1,-10.203,1,0.305,0.491,0.00226,0.664,0.122,99.686,321746,4
Choker,El Dorado,6x93hzBoL7HpirMN2P48co,43,0.469,0.697,4,-5.815,1,0.0312,0.0127,0.000116,0.329,0.362,149.921,230400,4
Choker,Moksha,1JyJl8Owr9tN7MbIaMlbmq,30,0.635,0.561,2,-6.538,1,0.0394,0.26,0,0.265,0.445,101.142,209619,4
XXXTENTACION,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,83,0.872,0.391,0,-9.144,0,0.242,0.469,4.13E-06,0.297,0.437,134.021,119133,4
Frank Ocean,Nights,7eqoqGkKwgOaWNNHx90uEZ,78,0.466,0.548,5,-9.362,0,0.118,0.42,1.01E-06,0.113,0.423,89.815,307151,4
My Favorite Color,Bad,71Pmpdhch8pUyeiLtf5NqO,11,0.629,0.577,1,-8.27,0,0.566,0.93,4.28E-05,0.781,0.797,80.705,254660,4
ROLE MODEL,stolen car,7N3ygchdjDFXkQ0S4x52Ow,0,0.393,0.347,3,-10.552,0,0.101,0.94,0.000763,0.091,0.0598,77.624,194220,4
RIZ LA VIE,Napkins,37b1KAbfOZeBzeMB0LGO3g,51,0.738,0.443,0,-8.975,0,0.387,0.437,1.47E-06,0.106,0.666,144.14,215625,4
Masego,Tadow,1DoS5ql0TW3ejjJGHbsAmz,0,0.719,0.487,9,-6.21,0,0.0604,0.711,8.36E-05,0.0958,0.345,121.729,301639,4
Allday,Send Nudes,0Pqml0msoRyAsNKZ9gtjAe,27,0.615,0.46,7,-10.196,0,0.0597,0.0314,0.000389,0.128,0.329,124.003,209345,4
Sean Sison,Tonight,4pd9DUftP3IdGk8fXlx48F,30,0.49,0.324,4,-13.701,0,0.0646,0.728,0.0156,0.164,0.0817,132.991,232773,4
Mallrat,Tokyo Drift,3jVs5ADuYDqlYSSv7h619j,0,0.686,0.614,1,-5.073,0,0.121,0.159,3.01E-05,0.131,0.516,90.011,184000,4
The Millennial Club,Give It Up,5DsERFTRfZz4jTj0nMpBHD,0,0.606,0.736,5,-8.483,0,0.0429,0.0609,0.000299,0.107,0.605,118.044,279192,4
Hotel Apache,Head vs Heart,6OkH7YA3tjSO2F93OqGqPM,30,0.57,0.685,1,-6.899,1,0.045,0.358,0.000193,0.181,0.237,149.923,291667,4
Mallrat,Groceries,4x0pNOZ5r6kJMjsvsoliBm,54,0.688,0.539,0,-8.587,1,0.0353,0.127,4.16E-05,0.116,0.207,115.964,217285,4
PnB Rock,Selfish,2xbI8Vmyv3TkpTdywpPyNw,68,0.638,0.6,1,-5.84,0,0.0438,0.114,0,0.187,0.0399,101.981,245604,4
Rex Orange County,Sunflower,4EpZ4eYuZOwPSSwyqpdHnJ,76,0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,252231,4
Tory Lanez,"Hillside (with Mansa, feat. Wiz Khalifa)",3Z0VsaeB0yYjZwhtiKU0td,40,0.674,0.464,8,-8.943,0,0.436,0.328,0,0.155,0.428,139.988,209400,4
Oliver Francis,Ozzy,4AGa4lQd1DLMfTFMwnvi68,0,0.63,0.759,1,-6.911,0,0.391,0.0452,0,0.11,0.657,169.96,169412,4
ODIE,Little Lies,4skwXbs9do3ViQGGJgsSbW,37,0.34,0.294,2,-15.989,1,0.0426,0.593,0.68,0.0944,0.136,83.938,220008,4
ODIE,Bliss City,0Ph1Ptj4r31cQsUQ4oICNB,45,0.656,0.305,0,-11.997,1,0.0946,0.307,2.45E-05,0.0891,0.421,180.752,213942,3
ODIE,Story,4bsk2DaGmyhLhCeSXxmDuX,54,0.754,0.367,4,-12.631,0,0.0953,0.484,7.19E-05,0.153,0.826,86.99,193202,4
Lou Val,Moon Luv,6AnmHTq7m43GQBqLPQHjOw,0,0.613,0.591,2,-5.221,1,0.141,0.551,0,0.103,0.231,126.1,203684,4
FRVRFRIDAY,Channel Red,338F7vvabAGlPytTKwZ1k3,41,0.635,0.435,8,-9.506,1,0.0514,0.239,0,0.091,0.0563,77.048,187403,4
No Rome,Do It Again,5t7SHDPq9Ef7O92chdneBs,43,0.671,0.388,8,-8.302,1,0.0632,0.041,0.000302,0.108,0.634,158.686,173748,4
Y O U T H F O O L,Better Off Dead.,5M4XPBnqb0ZDsNaZe6EFPF,15,0.705,0.475,2,-8.337,1,0.0266,0.0787,0.0541,0.0914,0.388,109.983,321955,4
Y O U T H F O O L,Late Nights,0glvPG96bg3z2VdTGwsSqT,30,0.691,0.673,1,-4.344,1,0.024,0.00304,0.129,0.39,0.282,102.001,226471,4
Juice WRLD,Lucid Dreams,0X8DcetL926BYiPJYstJTc,0,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4
ZAYN,Entertainer,5LTGmestwpHZ1BfCmpFQJx,0,0.706,0.569,5,-7.979,1,0.0368,0.501,2.59E-05,0.095,0.54,154.007,203511,4
Panic! At The Disco,High Hopes,2djdCbLj1pzRmrDNe7PkW2,46,0.519,0.908,5,-2.733,1,0.0669,0.22,0,0.0673,0.702,164.061,192133,4
G-Eazy,Power (feat. Nef The Pharaoh & P-Lo),7BHEi0cFs6TVNFDvbBrAjz,44,0.839,0.743,2,-7.341,1,0.228,0.168,5.15E-05,0.132,0.261,97.953,199508,4
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,80,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4
Playboi Carti,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,79,0.673,0.649,1,-8.433,0,0.196,0.188,0,0.122,0.47,153.075,153800,4
Always Never,Wylin',0C0nNm2RDKbANnU4lLfkSc,0,0.497,0.489,4,-7.849,0,0.0413,0.111,0.00167,0.0912,0.0348,163.814,269268,4
Post Malone,Broken Whiskey Glass,5BoOzegGrg5XFRR8UBDtkF,59,0.512,0.673,0,-7.359,1,0.0523,0.289,3.04E-06,0.126,0.11,99.84,233813,4
Post Malone,Big Lie,02opp1cycqiFNDpLd2o1J3,63,0.442,0.684,6,-4.888,0,0.168,0.191,0,0.0725,0.218,170.861,207680,4
Post Malone,Deja Vu,0H8XeaJunhvpBdBFIYi6Sh,67,0.62,0.69,7,-6.508,1,0.0493,0.0931,0,0.131,0.331,133.935,234213,4
Post Malone,No Option,6M0IsaUX4GNyto4niSegfI,69,0.575,0.734,2,-4.949,1,0.057,0.0757,0,0.241,0.494,83.986,179827,4
Post Malone,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,76,0.675,0.562,7,-7.678,1,0.0352,0.233,0,0.0816,0.309,130.098,256533,4
Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,79,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,223347,4
Post Malone,Patient,5DLTuH4A5VZB2HKpqHQR6t,62,0.743,0.662,5,-6.108,0,0.179,0.565,0,0.128,0.552,89.975,194333,4
Post Malone,Go Flex,5yuShbu70mtHXY0yLzCQLQ,76,0.665,0.498,5,-8.185,1,0.0832,0.228,0,0.0757,0.127,81.967,179613,4
Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,81,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,220293,4
Post Malone,Feeling Whitney,35r28RDot7nPE7y9K9H7l0,74,0.412,0.227,0,-12.696,1,0.0359,0.787,4.69E-06,0.282,0.226,80.111,257267,4
Post Malone,92 Explorer,1D2L6MefbXon28PzIk9I3r,68,0.798,0.733,7,-4.811,0,0.0476,0.265,1.25E-06,0.114,0.861,146.046,211427,4
Post Malone,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,78,0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,221440,4
Post Malone,Stay,4H7WNRErSbONkM06blBoGc,73,0.507,0.48,5,-5.418,1,0.0266,0.449,0,0.147,0.35,86.046,204427,4
Post Malone,Same Bitches (feat. G-Eazy & YG),688QpQAwqsLdBR6lr13wK1,65,0.731,0.774,10,-5.273,0,0.0555,0.434,3.34E-06,0.114,0.219,100.005,212467,4
Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,75,0.664,0.667,4,-5.941,1,0.154,0.64,1.22E-06,0.0753,0.381,180.064,227533,4
Young the Giant,My Body,0bfY17lNbEp2Wnw6YipXQB,39,0.488,0.909,10,-6.591,1,0.0929,0.0011,1.02E-05,0.456,0.643,129.774,244400,4
Young the Giant,Apartment,2UMP7bjX5gXfMa2rOj9vxv,37,0.57,0.733,2,-7.194,1,0.0306,0.00686,0.000131,0.21,0.334,109.97,235800,4
Imagine Dragons,Believer,5VKSZDsidOFHrtlJb33Syo,0,0.784,0.78,10,-4.275,0,0.102,0.0492,0,0.118,0.722,124.953,204347,4
Imagine Dragons,Thunder,7BrsBU0BAytRDvROM4yCbn,0,0.601,0.809,0,-4.814,1,0.0441,0.00763,0.0757,0.145,0.249,167.96,187147,4
Kid Cudi,Pursuit Of Happiness (Nightmare),5iSEsR6NKjlC9SrIJkyL3k,74,0.63,0.605,0,-8.951,1,0.0414,0.484,9.29E-05,0.298,0.266,115.277,295293,4
Jeremih,Planez,08zJpaUQVi9FrKv2e32Bah,70,0.688,0.556,6,-7.738,1,0.264,0.7,1.87E-06,0.108,0.416,129.336,240320,4
blackbear,moodz (feat. 24hrs),7cZbVLrtLIFDWh5YpRBS9M,0,0.753,0.486,8,-8.864,1,0.144,0.197,2.02E-05,0.115,0.15,101.921,220588,4
blackbear,idfc,6y6jbcPG4Yn3Du4moXaenr,75,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04E-05,0.114,0.315,144.871,245172,4
Khalid,American Teen,312WNtMs3F28cUukaPY9bo,67,0.658,0.623,0,-6.934,1,0.0398,0.0683,0,0.321,0.207,100.436,250747,4
Khalid,Location,152lZdxL1OR0ZMW6KquMif,77,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4
Khalid,Saved,248OFOZef6ShXv6DGgbnxU,68,0.739,0.448,10,-10.28,0,0.138,0.189,0,0.118,0.553,81.044,206533,4
Khalid,Hopeless,3JTtZUOiZljuWbNiasfHB6,56,0.785,0.702,7,-4.517,1,0.0464,0.643,0,0.175,0.569,116.021,167640,4
Khalid,Cold Blooded,34izzOmykADkGT27pUjUvJ,56,0.71,0.405,9,-10.864,0,0.0519,0.777,0.000163,0.111,0.402,103.04,207960,4
Khalid,Winter,4V3VshJLUTCIWa77YiAkvM,57,0.678,0.575,1,-7.086,1,0.123,0.101,9.38E-06,0.116,0.367,100.007,241867,4
Khalid,Therapy,25YvGDl2zSE0pH8jrMZ6aY,59,0.707,0.484,9,-6.579,0,0.0481,0.891,0.00344,0.256,0.43,92.988,257960,4
Khalid,Shot Down,1Ob94QesoxHSBrypyBbdfd,61,0.767,0.512,6,-6.777,1,0.0591,0.893,0.000223,0.103,0.489,123.921,207107,4
Khalid,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,80,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66E-05,0.165,0.394,136.948,202547,4
Khalid,Another Sad Love Song,52Qu0no0NBho3zyRmjlsHn,64,0.834,0.472,5,-7.777,0,0.0873,0.412,6.76E-05,0.0836,0.517,107.014,244747,4
Khalid,8TEEN,5bgwqaRSS3M8WHWruHgSL5,77,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,4
Khalid,Let's Go,6AIccJIWHGK26xi34FAkwl,57,0.78,0.371,9,-6.705,1,0.0559,0.572,0,0.247,0.43,108.003,204547,4
Khalid,Keep Me,6SWHTMywuTXLFlMQ75cAuu,56,0.778,0.574,2,-7.775,0,0.0327,0.368,0,0.126,0.663,112.048,276227,4
Khalid,Angels,67kXYrMTQbS7MVbXyGyxHm,59,0.472,0.265,6,-10.059,0,0.0356,0.959,0.000499,0.1,0.204,111.558,170680,4
Twenty One Pilots,Ode to Sleep,773xZHHSHJvC1z3AAtWgH6,60,0.446,0.76,7,-3.608,1,0.0453,0.00891,0.000108,0.232,0.512,150.033,308388,4
Twenty One Pilots,Holding on to You,3C3cr2JQwXIhqAHqOardVO,64,0.608,0.776,11,-3.635,1,0.0511,0.241,0,0.0713,0.814,89.996,263733,4
Twenty One Pilots,Migraine,4rfaoyaZvNa60cj3OKSQV9,66,0.69,0.678,0,-6.52,1,0.154,0.11,0,0.246,0.409,173.995,239015,4
Twenty One Pilots,House of Gold,36tghkPg1AO4HsAzo6YpPp,67,0.68,0.693,0,-7.234,1,0.0435,0.445,0,0.208,0.851,114.948,163880,4
Twenty One Pilots,Car Radio,5cbpoIu3YjoOwbBDGUEp3P,70,0.766,0.519,9,-7.355,0,0.0366,0.098,0,0.0855,0.612,129.972,267720,4
Twenty One Pilots,Semi-Automatic,70Cp0ukCMyWeJML77NGERU,58,0.78,0.716,6,-4.551,0,0.0439,0.0489,5.92E-06,0.0704,0.362,105.017,253680,4
Twenty One Pilots,Screen,1pKmfhwbZvsyYUP2eOGdw5,58,0.718,0.714,0,-5.699,1,0.0622,0.0963,0,0.141,0.84,149.949,229120,4
Twenty One Pilots,The Run and Go,68NsOuum1AegLDhOIr2ADL,59,0.798,0.318,10,-6.849,0,0.0431,0.0437,0,0.158,0.425,92.49,229000,4
Twenty One Pilots,Fake You Out,3MLtopC0uho28PxZN7Zecy,62,0.84,0.608,6,-6.176,1,0.0458,0.248,1.25E-06,0.0874,0.727,115.012,231320,4
Twenty One Pilots,Guns for Hands,4RdRa3qq0GBSKjomxrkh5K,63,0.684,0.858,1,-4.266,1,0.0342,0.00694,0.000167,0.0828,0.518,129.963,273336,4
Twenty One Pilots,Trees,1yf97yL1ll8FYXC27c9VTw,60,0.584,0.833,6,-5.9,1,0.041,0.00359,3.44E-05,0.169,0.324,140.013,267387,4
Twenty One Pilots,Truce,6BEKt5axiNeWCr9huv0k7I,58,0.537,0.0231,7,-14.407,1,0.0475,0.994,0.0471,0.146,0.342,120.322,142547,4
Twenty One Pilots,Fairly Local,1s9xuJxhYM0LdVqksjegcg,62,0.715,0.723,6,-5.993,0,0.0569,0.0396,8.57E-05,0.084,0.479,114.985,207160,4
Twenty One Pilots,The Judge,1lguQJjlNrIOoOylYVZN3M,64,0.423,0.797,0,-4.659,1,0.124,0.177,0,0.137,0.592,82.617,297760,4
Twenty One Pilots,Heavydirtysoul,7i9763l5SSfOnqZ35VOcfy,69,0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.392,129.989,234813,4
Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,83,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,202333,4
Twenty One Pilots,Ride,2Z8WuEywRWYTKe1NybPQEW,81,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507,4
Twenty One Pilots,Tear in My Heart,3bnVBN67NBEzedqQuWrpP4,74,0.655,0.632,2,-4.802,1,0.0489,0.0189,0,0.0722,0.447,120.113,188493,4
Twenty One Pilots,Lane Boy,2P61EK6DMGyVyssLWS4fKy,66,0.616,0.811,7,-4.804,1,0.0626,0.0573,1.57E-05,0.0566,0.913,159.929,253093,4
Twenty One Pilots,Doubt,57yL3161hUMuw06zzzUCHi,67,0.719,0.645,2,-6.141,0,0.0358,0.121,0.00316,0.362,0.69,123.02,191493,4
Twenty One Pilots,Polarize,6GmkJJMe9U1tEcrJ3Hq3A1,62,0.597,0.666,6,-6.365,0,0.0418,0.122,0.00302,0.1,0.626,164.992,226787,4
