,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2244,blackbear,moodz (feat. 24hrs),7cZbVLrtLIFDWh5YpRBS9M,0,0.753,0.486,8,-8.864,1,0.144,0.197,2.02e-05,0.115,0.15,101.921,220588,4
2245,blackbear,idfc,6y6jbcPG4Yn3Du4moXaenr,75,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,245172,4
2246,Khalid,American Teen,312WNtMs3F28cUukaPY9bo,67,0.658,0.623,0,-6.934,1,0.0398,0.0683,0.0,0.321,0.207,100.436,250747,4
2247,Khalid,Location,152lZdxL1OR0ZMW6KquMif,77,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4
2248,Khalid,Saved,248OFOZef6ShXv6DGgbnxU,68,0.739,0.448,10,-10.28,0,0.138,0.189,0.0,0.118,0.553,81.044,206533,4
2249,Khalid,Hopeless,3JTtZUOiZljuWbNiasfHB6,56,0.785,0.702,7,-4.517,1,0.0464,0.643,0.0,0.175,0.569,116.021,167640,4
2250,Khalid,Cold Blooded,34izzOmykADkGT27pUjUvJ,56,0.71,0.405,9,-10.864,0,0.0519,0.777,0.000163,0.111,0.402,103.04,207960,4
2251,Khalid,Winter,4V3VshJLUTCIWa77YiAkvM,57,0.678,0.575,1,-7.086,1,0.123,0.101,9.38e-06,0.116,0.367,100.007,241867,4
2252,Khalid,Therapy,25YvGDl2zSE0pH8jrMZ6aY,59,0.707,0.484,9,-6.579,0,0.0481,0.891,0.00344,0.256,0.43,92.988,257960,4
2253,Khalid,Shot Down,1Ob94QesoxHSBrypyBbdfd,61,0.767,0.512,6,-6.777,1,0.0591,0.893,0.000223,0.103,0.489,123.921,207107,4
2254,Khalid,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,80,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547,4
2255,Khalid,Another Sad Love Song,52Qu0no0NBho3zyRmjlsHn,64,0.834,0.472,5,-7.777,0,0.0873,0.412,6.76e-05,0.0836,0.517,107.014,244747,4
2256,Khalid,8TEEN,5bgwqaRSS3M8WHWruHgSL5,77,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,4
2257,Khalid,Let's Go,6AIccJIWHGK26xi34FAkwl,57,0.78,0.371,9,-6.705,1,0.0559,0.572,0.0,0.247,0.43,108.003,204547,4
2258,Khalid,Keep Me,6SWHTMywuTXLFlMQ75cAuu,56,0.778,0.574,2,-7.775,0,0.0327,0.368,0.0,0.126,0.663,112.048,276227,4
2259,Khalid,Angels,67kXYrMTQbS7MVbXyGyxHm,59,0.472,0.265,6,-10.059,0,0.0356,0.959,0.000499,0.1,0.204,111.558,170680,4
2260,Twenty One Pilots,Ode to Sleep,773xZHHSHJvC1z3AAtWgH6,60,0.446,0.76,7,-3.608,1,0.0453,0.00891,0.000108,0.232,0.512,150.033,308388,4
2261,Twenty One Pilots,Holding on to You,3C3cr2JQwXIhqAHqOardVO,64,0.608,0.776,11,-3.635,1,0.0511,0.241,0.0,0.0713,0.814,89.996,263733,4
2262,Twenty One Pilots,Migraine,4rfaoyaZvNa60cj3OKSQV9,66,0.69,0.678,0,-6.52,1,0.154,0.11,0.0,0.246,0.409,173.995,239015,4
2263,Twenty One Pilots,House of Gold,36tghkPg1AO4HsAzo6YpPp,67,0.68,0.693,0,-7.234,1,0.0435,0.445,0.0,0.208,0.851,114.948,163880,4
2264,Twenty One Pilots,Car Radio,5cbpoIu3YjoOwbBDGUEp3P,70,0.766,0.519,9,-7.355,0,0.0366,0.098,0.0,0.0855,0.612,129.972,267720,4
2265,Twenty One Pilots,Semi-Automatic,70Cp0ukCMyWeJML77NGERU,58,0.78,0.716,6,-4.551,0,0.0439,0.0489,5.92e-06,0.0704,0.362,105.017,253680,4
2266,Twenty One Pilots,Screen,1pKmfhwbZvsyYUP2eOGdw5,58,0.718,0.714,0,-5.699,1,0.0622,0.0963,0.0,0.141,0.84,149.949,229120,4
2267,Twenty One Pilots,The Run and Go,68NsOuum1AegLDhOIr2ADL,59,0.798,0.318,10,-6.849,0,0.0431,0.0437,0.0,0.158,0.425,92.49,229000,4
2268,Twenty One Pilots,Fake You Out,3MLtopC0uho28PxZN7Zecy,62,0.84,0.608,6,-6.176,1,0.0458,0.248,1.25e-06,0.0874,0.727,115.012,231320,4
2269,Twenty One Pilots,Guns for Hands,4RdRa3qq0GBSKjomxrkh5K,63,0.684,0.858,1,-4.266,1,0.0342,0.00694,0.000167,0.0828,0.518,129.963,273336,4
2270,Twenty One Pilots,Trees,1yf97yL1ll8FYXC27c9VTw,60,0.584,0.833,6,-5.9,1,0.041,0.00359,3.44e-05,0.169,0.324,140.013,267387,4
2271,Twenty One Pilots,Truce,6BEKt5axiNeWCr9huv0k7I,58,0.537,0.0231,7,-14.407,1,0.0475,0.994,0.0471,0.146,0.342,120.322,142547,4
2272,Twenty One Pilots,Fairly Local,1s9xuJxhYM0LdVqksjegcg,62,0.715,0.723,6,-5.993,0,0.0569,0.0396,8.57e-05,0.084,0.479,114.985,207160,4
2273,Twenty One Pilots,The Judge,1lguQJjlNrIOoOylYVZN3M,64,0.423,0.797,0,-4.659,1,0.124,0.177,0.0,0.137,0.592,82.617,297760,4
2274,Twenty One Pilots,Heavydirtysoul,7i9763l5SSfOnqZ35VOcfy,69,0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.392,129.989,234813,4
2276,Twenty One Pilots,Ride,2Z8WuEywRWYTKe1NybPQEW,81,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4
2277,Twenty One Pilots,Tear in My Heart,3bnVBN67NBEzedqQuWrpP4,74,0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113,188493,4
2278,Twenty One Pilots,Lane Boy,2P61EK6DMGyVyssLWS4fKy,66,0.616,0.811,7,-4.804,1,0.0626,0.0573,1.57e-05,0.0566,0.913,159.929,253093,4
2279,Twenty One Pilots,Doubt,57yL3161hUMuw06zzzUCHi,67,0.719,0.645,2,-6.141,0,0.0358,0.121,0.00316,0.362,0.69,123.02,191493,4
2280,Twenty One Pilots,Polarize,6GmkJJMe9U1tEcrJ3Hq3A1,62,0.597,0.666,6,-6.365,0,0.0418,0.122,0.00302,0.1,0.626,164.992,226787,4
2281,Twenty One Pilots,We Don't Believe What's on TV,22OqansuvEMQu9W0EfiGTI,63,0.547,0.936,9,-4.023,1,0.102,0.23,3.04e-06,0.172,0.642,120.003,177200,4
2282,Twenty One Pilots,Message Man,4Oyl6oYSNeeZZP0OAxPVaU,63,0.715,0.838,2,-6.077,0,0.118,0.0897,0.0,0.15,0.497,120.007,240080,4
2283,Twenty One Pilots,Hometown,40sRwFjfrRnaTdYPJIg4CP,63,0.683,0.753,2,-5.564,0,0.0317,0.0577,0.00208,0.357,0.389,120.03,234947,4
2284,Twenty One Pilots,Not Today,7qxjGHW485TL8ciwkHD5MK,60,0.77,0.706,2,-4.705,1,0.0302,0.0605,0.00182,0.0985,0.527,115.011,238040,4
2285,Twenty One Pilots,Goner,5P3yUXUC9rZPJPNmYGKEAz,61,0.565,0.437,6,-7.68,0,0.0403,0.194,7.14e-06,0.0656,0.217,96.132,236733,3
2286,N.E.R.D,Lemon (feat. Drake) - Drake Remix,739vCwA3EpBSkk3uDsI2wB,59,0.777,0.657,1,-6.434,1,0.237,0.000738,3.34e-06,0.0932,0.245,189.992,226107,4
2287,Rihanna,James Joint,10UDQ7qyclibQZeA8W9oH0,0,0.399,0.203,4,-11.649,1,0.0298,0.66,0.000163,0.27,0.405,134.202,72080,4
2288,Rihanna,Needed Me,4DoQqJvURKxrPjcskj0IwI,0,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,191600,4
2289,Rihanna,"Yeah, I Said It",3LRiQ984MtAuGKbzH4QSsE,0,0.509,0.38,7,-7.479,1,0.158,0.547,1.21e-06,0.36,0.249,127.88,133080,4
2290,Rihanna,Love On The Brain,4JlYrtPZlMWkhCiMrLHUrP,0,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3
2291,Rihanna,Close To You,1iNr6peSDziIlsJSS8Jxge,0,0.494,0.17,10,-11.368,1,0.0337,0.895,0.0,0.139,0.145,80.098,223213,4
2292,Rihanna,Goodnight Gotham,2sHNQyTbE3ZvhjBFGqLxJU,0,0.418,0.672,0,-5.989,0,0.0429,0.00686,2.14e-06,0.277,0.353,82.134,88493,4
2293,Rihanna,Pose,2eghogEKiH7hM70GYkF1XD,0,0.685,0.852,1,-3.153,1,0.0846,0.181,0.00135,0.147,0.77,145.918,144227,4
2294,Rihanna,Consideration,7wVLads8CFKdKfKf09CDRw,0,0.883,0.584,7,-2.102,0,0.0465,0.0392,4.39e-06,0.0869,0.784,144.975,161067,4
2295,Rihanna,Kiss It Better,7xLooJiPfa5xpI1Xvm9Ja5,0,0.619,0.806,3,-4.8,0,0.0483,0.272,0.0,0.0671,0.877,95.0,253080,4
2296,Rihanna,Work,4m6D70k5xMmCDCB19u7Bi0,0,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,4
2297,Rihanna,Desperado,5I4ugX74O2xadBXW6BYrAQ,0,0.685,0.61,0,-5.221,0,0.0439,0.323,0.0,0.102,0.323,94.384,186467,3
2298,Rihanna,Woo,6XMmChMU62XILB1evGYwTw,0,0.42,0.466,9,-5.298,1,0.0326,0.0546,0.00389,0.298,0.185,115.004,235587,4
2299,Rihanna,Same Ol’ Mistakes,6Z2jgMpqSzKsZkyBWqYkv8,0,0.44,0.803,8,-5.415,1,0.0443,0.199,0.00282,0.0591,0.501,151.777,397093,4
2300,Rihanna,Never Ending,5bVsO7xrZIHheCoEHjBi8o,0,0.53,0.391,10,-9.096,1,0.0286,0.751,6.97e-05,0.187,0.521,82.215,202507,4
2301,Rihanna,Higher,7uaHWKcM7udTdFxOvBTYkJ,0,0.292,0.567,3,-4.191,1,0.0416,0.112,1.01e-06,0.119,0.392,153.199,120627,3
2302,Rihanna,Sex With Me,6WAxKNbZoGNzQTIvdMqkFs,0,0.58,0.532,1,-5.668,0,0.0424,0.294,0.0,0.0948,0.39,112.049,206400,4
2303,Kendrick Lamar,Black Panther,5qN4HFkapdAOV94XPryVof,56,0.618,0.582,1,-9.454,1,0.297,0.625,3.84e-06,0.265,0.48,90.035,130613,4
2304,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,80,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
2305,Khalid,The Ways (with Swae Lee),5jyyPsIGM2yqkZN9R3TmvN,63,0.727,0.72,11,-5.856,0,0.0488,0.0626,1.21e-06,0.176,0.589,140.08,238893,4
2306,Jorja Smith,I Am,0DJBgBiYeSn6n1AXAkFVE8,59,0.601,0.583,8,-5.725,0,0.263,0.144,9.73e-05,0.183,0.32,148.785,208760,4
2307,SOB X RBE,Paramedic!,2tPcTFiQF9MbVUyjZ3zDhA,66,0.856,0.652,1,-5.324,1,0.143,0.177,0.0,0.193,0.471,97.017,219307,4
2308,Ab-Soul,Bloody Waters (with Anderson .Paak & James Blake),4KXwFI9pgJLpUIAc9oSL8j,56,0.507,0.606,8,-8.758,1,0.452,0.185,0.0,0.174,0.202,180.607,272307,4
2309,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1eLSF6HfrRA0AsNmTkUlKx,65,0.566,0.724,1,-4.574,1,0.323,0.00102,0.0,0.158,0.407,81.774,225267,4
2310,Zacari,Redemption Interlude,4FpfU1O7WCLBnmwu5XAFk4,50,0.549,0.449,9,-13.645,0,0.104,0.662,4.88e-05,0.0866,0.223,121.164,85267,4
2311,Zacari,Redemption (with Babes Wodumo),76iVOVsliCHlWqKuDnCfhE,54,0.778,0.765,11,-7.175,0,0.128,0.139,0.0274,0.123,0.642,125.062,222093,4
2312,Mozzy,Seasons (with Sjava & Reason),35cOyocq8Gb6UcT0NWeTwn,53,0.629,0.554,1,-6.759,1,0.326,0.28,0.0,0.158,0.308,126.694,242293,4
2313,Kendrick Lamar,Big Shot (with Travis Scott),5cXg9IQS34FzLVdHhp7hu7,65,0.855,0.478,1,-9.116,1,0.193,0.00759,0.0,0.101,0.284,130.018,221827,4
2314,Vince Staples,Opps (with Yugen Blakrok),7bUcBztfGqO7cSI2gMZeCI,56,0.706,0.775,1,-6.819,1,0.335,0.152,3.32e-05,0.416,0.847,127.929,180893,4
2315,The Weeknd,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,70,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,211440,4
2316,SZA,Supermodel,5wTVNpi5WDByxBgKgUE6MU,70,0.613,0.442,6,-8.874,1,0.288,0.651,0.0,0.26,0.252,119.737,181120,5
2317,SZA,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,76,0.795,0.594,0,-6.2,1,0.0748,0.112,0.0,0.162,0.409,135.002,275080,4
2318,SZA,Doves In The Wind (feat. Kendrick Lamar),593W4qZOwwdqF6YnimJjL6,68,0.693,0.713,10,-4.489,0,0.351,0.343,0.0,0.102,0.615,137.335,266080,4
2319,SZA,Drew Barrymore,06u5LrUpbosQlQ1QJFhPpG,71,0.577,0.523,0,-5.538,0,0.0429,0.491,0.0,0.147,0.29,134.93,231400,4
2320,SZA,Prom,5yvhdo8FXbBsIllxv2Rr94,63,0.805,0.702,1,-4.877,1,0.0887,0.0639,0.0,0.123,0.225,120.048,196133,4
2321,SZA,The Weekend,6gU9OKjOE7ghfEd55oRO57,72,0.4,0.366,8,-9.405,0,0.0597,0.242,0.0,0.126,0.161,73.313,272187,3
2322,SZA,Go Gina,6Vmow8PuUaU7W1T2WWLZk2,63,0.603,0.606,9,-6.634,1,0.114,0.799,0.0,0.391,0.462,80.176,161613,4
2323,SZA,Garden (Say It Like Dat),19woxaSpjOefa2JnAOoqW5,69,0.73,0.457,9,-7.26,1,0.283,0.0705,0.0,0.124,0.549,111.352,208400,4
2324,SZA,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,75,0.692,0.684,6,-7.364,1,0.155,0.131,0.0,0.156,0.406,112.912,231253,4
2325,SZA,Anything,0336UwEBwBBao8uWCuugYr,58,0.669,0.488,0,-4.711,0,0.326,0.394,0.000649,0.0952,0.548,151.798,149320,4
2326,SZA,Wavy (Interlude) (feat. James Fauntleroy),3LcoHjgdNl4xtWVaJGSA1p,57,0.629,0.509,0,-8.1,0,0.0809,0.475,0.0,0.0727,0.389,78.99,75800,1
2327,SZA,Normal Girl,5fQBa4wkmq28xpSLOQ202K,70,0.624,0.532,0,-7.146,1,0.124,0.269,5.17e-05,0.158,0.362,76.453,253587,4
2328,SZA,Pretty Little Birds (feat. Isaiah Rashad),1IgePMOW0qEe1AViWgkal9,60,0.362,0.518,1,-7.687,1,0.306,0.223,0.00314,0.316,0.348,89.667,245947,4
2329,SZA,20 Something,4h6ViRoztTBpWcJ1zFT9Zg,66,0.569,0.299,11,-8.603,1,0.275,0.739,0.0,0.054,0.505,81.049,198160,4
2330,Russ,I'm Here,2fJAWYNc9P53oowjkpkYbh,46,0.629,0.694,1,-6.89,0,0.285,0.328,0.0,0.284,0.511,83.801,239467,4
2331,Russ,Family & Friends,12D58FK59SgrfG1r7MDi4r,44,0.782,0.367,10,-10.861,1,0.305,0.711,0.0,0.102,0.606,134.986,175107,4
2332,Russ,Back To You,0Hm0TZFnKnmw9qENRPBCB9,46,0.47,0.603,6,-5.44,0,0.455,0.00571,0.0,0.221,0.27,65.05,207547,4
2333,Russ,Emergency,0eiRA0zYMV1et8R0C52WM2,41,0.71,0.725,1,-7.129,0,0.276,0.0338,0.0,0.285,0.189,85.97,230173,4
2334,Russ,The Stakeout,4DqCB4QBJv8ESudmYG5L1f,46,0.722,0.663,5,-4.652,0,0.436,0.0404,0.0,0.108,0.81,160.106,171013,4
2335,Russ,Me You,4f1QbCjIAgQwnf7ms9NXWx,61,0.702,0.762,8,-2.733,1,0.0328,0.00196,0.000451,0.142,0.233,95.019,164200,4
2336,Russ,Ride Slow,6HK4YGOpZr1ost68QP3ul0,64,0.737,0.429,4,-10.252,0,0.0785,0.632,0.0,0.104,0.147,99.955,185400,4
2337,Russ,Don't Lie,4eu6JBKQQDruA38FBDX22d,46,0.679,0.638,5,-3.122,0,0.316,0.027,1.79e-05,0.0909,0.709,180.36,188000,4
2338,Russ,Do It Myself,5mB1bWU8VueYVxuvcLPn2B,58,0.831,0.558,1,-3.551,1,0.242,0.018,0.0,0.094,0.338,141.974,167333,4
2339,Russ,I Wanna Go Down With You,7aDX6FMpAW6WFEWiKJnXKe,47,0.533,0.21,0,-12.402,1,0.038,0.889,0.0,0.111,0.4,140.34,183413,4
2340,Russ,What They Want,3pndPhlQWjuSoXhcIIdBjv,72,0.71,0.404,1,-10.04,0,0.379,0.484,0.0,0.0953,0.398,139.553,165853,4
2341,Russ,Got This,3p4WqtYWXEqO6iShUAZTAc,46,0.833,0.434,5,-10.323,1,0.414,0.0823,0.0,0.155,0.374,124.968,172773,4
2342,Russ,No Turning Back,3ifyEy9pIoaY1DbJ7o3LX0,42,0.681,0.674,5,-4.615,0,0.422,0.0563,0.0,0.141,0.52,185.819,154827,4
2343,Russ,Losin Control,4cxMGhkinTocPSVVKWIw0d,74,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4
2344,Russ,Scared,3Zc922QGIRgdMRFa6qSiz7,55,0.597,0.418,5,-10.03,0,0.177,0.652,0.0,0.12,0.313,129.948,179067,4
2345,Russ,One More Shot,7L3FllK8NDaivTBFuvYf9i,46,0.825,0.669,2,-3.617,0,0.0947,0.00448,0.0,0.0359,0.954,99.96,191973,4
2346,Russ,Pull The Trigger,57evRskKe47TvzG96SLLTM,63,0.623,0.651,4,-6.988,0,0.345,0.305,0.0,0.101,0.296,82.078,156560,4
2347,Russ,MVP,6euh6chaRsi3Ywb1gA9LlO,44,0.611,0.528,8,-8.241,0,0.138,0.906,0.0,0.185,0.225,84.449,256253,4
2348,Taylor Swift,Style,1fo2ctLqj3zBhRQKOXprol,61,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,231000,4
2349,Taylor Swift,All You Had To Do Was Stay,0lmMtDQ2ElasKU2qDAE6NN,55,0.605,0.725,5,-5.729,1,0.0323,0.00201,2.02e-05,0.101,0.539,96.97,193293,4
2350,Taylor Swift,I Wish You Would,1B5VzXPqMlvRw0U4HJY3dJ,57,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-05,0.102,0.513,118.035,207440,4
2351,Taylor Swift,Bad Blood,0yN4fNzmVnmgC0dsOoi9Wh,54,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.216,211933,4
2352,Taylor Swift,Wildest Dreams,106R7Z57WYzBAfrXImV30y,55,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,220440,4
2353,Taylor Swift,Blank Space - Voice Memo,0yisH8r0f3Mkq34kjzUlCV,38,0.675,0.234,5,-15.064,0,0.721,0.801,0.0,0.657,0.578,127.296,131187,4
2354,Taylor Swift,Welcome To New York,33Kq0AT5rvwyE4azisG08x,54,0.789,0.634,7,-4.762,1,0.0323,0.0348,1.64e-06,0.302,0.658,116.992,212600,4
2355,Taylor Swift,Blank Space,2sC2P3BN0IXujNaaSyDmtP,59,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,231827,4
2356,Taylor Swift,Out Of The Woods,6Nde5KuTXyB7jlPO4upaBo,58,0.553,0.841,7,-6.937,1,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,235800,4
2357,Taylor Swift,Shake It Off,3fthfkkvy9av3q3uAGVf7U,57,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,219200,4
2358,Taylor Swift,How You Get The Girl,6wfugRLamFsTRbPcCpNnP7,60,0.765,0.656,5,-6.112,1,0.0504,0.00364,0.00868,0.0918,0.545,119.997,247533,4
2359,Taylor Swift,This Love,1kTPQnabROVkW9bUXdCGrB,56,0.481,0.435,4,-8.795,1,0.0321,0.678,0.0,0.0928,0.107,143.95,250093,4
2360,Taylor Swift,I Know Places,2zfgVd034GlUvk7LqBHl6u,57,0.602,0.755,0,-4.991,1,0.071,0.245,0.0,0.178,0.495,159.965,195707,4
2361,Taylor Swift,Clean,4bXCcoesMt8u99xMsbLr9U,61,0.815,0.377,4,-7.754,1,0.0346,0.232,0.0,0.1,0.211,103.97,271000,4
2362,Taylor Swift,Wonderland,6iWMI5oOhWrDbLbjmwTWFq,61,0.422,0.692,3,-5.447,1,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,245560,4
2363,Taylor Swift,You Are In Love,4A2LfnduSTsE8u0ecYROxE,61,0.474,0.48,2,-8.894,1,0.0622,0.707,0.000108,0.0903,0.319,170.109,267107,4
2364,Taylor Swift,New Romantics,6rZVy6FIG7lSJQMFXHo12z,66,0.633,0.889,5,-5.87,1,0.0715,0.00463,0.000458,0.0658,0.584,121.956,230467,4
2365,Taylor Swift,I Know Places - Voice Memo,4JQm7ebhsrt10wmrP6AfXL,40,0.592,0.128,9,-17.932,0,0.589,0.829,0.0,0.527,0.15,78.828,216333,4
2366,Taylor Swift,I Wish You Would - Voice Memo,4TtyvyI42C0KFnbDZvNC8Y,38,0.781,0.357,0,-16.394,1,0.912,0.717,0.0,0.185,0.645,118.317,107133,4
2367,Drake,Free Smoke,05KOgYg8PGeJyyWBPi5ja8,63,0.736,0.491,10,-6.892,0,0.439,0.0681,0.0,0.571,0.203,141.979,218674,4
2368,Drake,Jorja Interlude,13e6f8t7RKXuxZ0JdaaJRG,61,0.735,0.373,11,-10.478,1,0.104,0.762,0.00202,0.288,0.237,123.081,107673,4
2369,Drake,Blem,2XlHu0HcujBCkWMdIAvrqt,64,0.726,0.535,7,-7.804,0,0.0476,0.0533,1.38e-05,0.0984,0.375,98.067,216558,4
2370,Drake,Skepta Interlude,2dfqS3MRtbLZSZA1IL8xY5,56,0.745,0.822,7,-6.354,1,0.252,0.0103,4.2e-06,0.155,0.415,86.733,143214,5
2371,Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h,72,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,236615,4
2372,Drake,Lose You,2Na0z2gfN67Rzf0vp74Wi3,58,0.526,0.583,4,-9.172,1,0.376,0.699,0.0,0.372,0.378,89.837,305374,4
2373,Drake,Do Not Disturb,2KvHC9z14GSl4YpkNMX384,74,0.618,0.693,7,-5.943,0,0.45,0.246,0.0,0.112,0.454,170.982,283551,4
2374,Drake,No Long Talk,6CfrYuD3YRDYdYvH9jNtXY,59,0.913,0.608,10,-6.839,0,0.234,0.0671,0.0,0.533,0.578,97.063,149569,4
2375,Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,82,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
2376,Drake,Get It Together,7y6c07pgjZvtHI9kuMVqk1,70,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,250337,4
2377,Drake,Madiba Riddim,76gUmNLXGQVOsGhfcshkFP,63,0.839,0.521,7,-10.45,1,0.166,0.245,0.00545,0.607,0.33,105.992,205163,4
2378,Drake,4422,2fkeWbM6iqTw7oGHTYm2lw,65,0.609,0.229,11,-12.36,0,0.0333,0.558,0.0413,0.113,0.19,111.887,186293,4
2379,Drake,Gyalchester,6UjfByV1lDLW0SOVQA4NAi,67,0.877,0.391,1,-8.196,1,0.063,0.0317,0.000502,0.0945,0.122,131.018,189230,4
2380,Drake,Nothings Into Somethings,6MbH1QiphMCPTqVEVC7UYi,59,0.766,0.234,11,-7.544,0,0.159,0.332,0.00156,0.358,0.256,96.882,153725,4
2381,Drake,Teenage Fever,6n3HGiq4v35D6eFOSwqYuo,78,0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04,219692,4
2382,Drake,KMT,2jTujnt0y344ai1rNOywgr,63,0.875,0.6,1,-6.818,1,0.0435,0.0189,0.0143,0.132,0.0906,119.987,162638,4
2383,Drake,Can't Have Everything,5f5r2N4Lp9WoULWPH9zp2W,58,0.856,0.572,1,-8.429,1,0.373,0.0136,1.55e-06,0.121,0.454,82.445,228438,4
2384,Drake,Since Way Back,5JUu0unA8VwhTZ9LkMWUVI,57,0.468,0.266,0,-11.121,1,0.13,0.348,9.55e-06,0.209,0.222,153.294,368036,4
2385,Drake,Fake Love,343YBumqHu19cGoGARUTsd,74,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,210937,4
2386,Drake,Ice Melts,7bJ4mu7MHa3rHiNyKjOoSl,59,0.813,0.551,6,-7.605,0,0.353,0.08,0.0,0.386,0.598,124.957,250770,4
2387,BlocBoy JB,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,73,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,4
2388,Drake,God's Plan,2XW4DbS6NddZxRPm5rMCeY,0,0.758,0.448,7,-9.441,1,0.103,0.0309,8.67e-05,0.558,0.373,77.176,198960,4
2389,Drake,9,1C7KSXR2GVxknex6I4ANco,62,0.68,0.712,10,-7.184,1,0.0453,0.000803,0.000612,0.237,0.0379,100.009,255787,4
2390,Drake,U With Me?,03L2AoiRbWhvt7BDMx1jUB,61,0.429,0.43,2,-11.373,1,0.165,0.338,1.18e-05,0.138,0.125,174.983,297373,4
2391,Drake,One Dance,1zi7xx7UVEFkmKfv06H8x0,84,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4
2392,Drake,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,77,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,4
2393,Drake,Keep The Family Close,7sBwAWyXfiIgrYQ8BaJESH,58,0.378,0.566,9,-7.685,0,0.0482,0.149,0.0,0.382,0.196,87.691,328907,3
2394,Drake,Feel No Ways,3cjF2OFRmip8spwZYQRKxP,74,0.582,0.677,7,-7.081,1,0.172,0.0312,6.6e-06,0.122,0.205,193.818,240653,4
2395,Drake,Hype,5NFYuqu8V6QXc6mzcLImd6,61,0.787,0.635,4,-8.271,0,0.155,0.0253,0.0,0.357,0.237,130.018,209413,4
2396,Drake,Weston Road Flows,4PA16FAl8LPmFmOhARawdV,60,0.623,0.74,1,-6.942,1,0.307,0.0635,0.0,0.366,0.35,82.877,253533,4
2397,Drake,Redemption,4cRBqWBjuccCowYVHFlXK6,64,0.694,0.314,0,-7.82,1,0.116,0.611,2.07e-06,0.117,0.341,119.905,333947,4
2398,Drake,With You,3aJkV6DUTSCqOwVwaBDG9B,63,0.878,0.406,1,-9.961,1,0.248,0.134,0.000234,0.112,0.784,128.014,195053,4
2399,Drake,Faithful,2qLcJOLrh6Djda4uLbldSA,57,0.536,0.449,1,-10.499,1,0.103,0.11,1.49e-05,0.284,0.171,99.889,290133,4
2400,Drake,Still Here,433P7tDcIAi6NLnf4Sh6tI,65,0.834,0.433,0,-9.607,1,0.174,0.0258,0.0,0.633,0.229,133.938,189853,3
